Id,SalePrice
1461,128232.03704181062
1462,152539.45261426375
1463,185495.02526610644
1464,185233.34936694626
1465,200266.7878787879
1466,180476.31208976265
1467,167701.2276798853
1468,170276.07912378438
1469,175500.2175905051
1470,123142.009723947
1471,194870.70723305276
1472,91574.92335179451
1473,98019.59001846117
1474,156220.508888761
1475,155693.93867696176
1476,345261.9740384616
1477,271247.9414285714
1478,315176.7804129204
1479,279324.08190476184
1480,467392.7
1481,288746.08194444445
1482,226247.14285714287
1483,175119.3437160252
1484,180503.77776219608
1485,178873.6124226969
1486,197008.81215277777
1487,322989.17000000004
1488,239517.61288515403
1489,221563.7645082695
1490,184183.12517345668
1491,187410.4506032428
1492,104892.031497933
1493,160412.2554738562
1494,300848.12573529413
1495,306177.2534526854
1496,214576.0
1497,195387.81898228178
1498,153668.30892773892
1499,150778.30892773892
1500,144333.53797051316
1501,168995.44079604547
1502,176193.30147720495
1503,287200.03188405803
1504,229860.19292335113
1505,225916.61818181816
1506,184241.80081300813
1507,226347.50588235297
1508,203391.8810031259
1509,163723.02076967148
1510,151946.85131952818
1511,157112.5072018811
1512,158421.80363984677
1513,149918.90410754905
1514,164315.3703703704
1515,172932.8453292516
1516,151020.164751153
1517,150577.54686746438
1518,130868.26541230106
1519,216581.67272727276
1520,138140.75154267295
1521,149916.9503401735
1522,156715.55122124607
1523,114972.83917129735
1524,122536.92912361401
1525,114922.44218699331
1526,128068.63949012881
1527,95498.068705932
1528,129941.08318810342
1529,144082.90667423507
1530,170003.62021740785
1531,116124.50661176551
1532,120332.60303287953
1533,164159.18492505883
1534,112035.0562445588
1535,169027.25606060604
1536,111856.94186386591
1537,76276.28304473305
1538,199431.34515151515
1539,250380.0
1540,112953.75
1541,138593.1719053893
1542,139026.7368927369
1543,232158.30428571432
1544,77093.69462365592
1545,115389.17057544374
1546,119717.07288253075
1547,132474.12982693635
1548,137708.67705627705
1549,116729.98744527469
1550,143017.94876666387
1551,108574.31660433223
1552,133369.25993694272
1553,147751.19561128525
1554,124041.86919677441
1555,168078.52747252746
1556,96846.87602627258
1557,124235.48148148146
1558,98159.27398833052
1559,111503.75
1560,165283.83050910442
1561,156273.44576719575
1562,132343.94185387413
1563,126375.4358095827
1564,163726.18010442366
1565,153164.44452286843
1566,173619.4106336859
1567,71160.21360425891
1568,224928.92810457517
1569,126300.03953823955
1570,117124.26331031625
1571,135796.94778931554
1572,147902.01740132683
1573,231908.93333333335
1574,116538.47497868713
1575,201321.33693378678
1576,234949.8800813008
1577,206544.52279132893
1578,154112.72721155884
1579,133173.7748015601
1580,196913.5789065242
1581,144183.25459887268
1582,131012.58246873753
1583,312496.2096638655
1584,233547.8333333333
1585,140087.36804525534
1586,65800.76388888889
1587,105059.8274602618
1588,148828.39310937253
1589,113866.05592055005
1590,130677.79793082725
1591,100995.79326572816
1592,128117.57142857143
1593,113590.64309783625
1594,113979.0388888889
1595,121105.43095238095
1596,222361.84313725494
1597,163486.7813517484
1598,173263.98861317307
1599,187605.0
1600,190908.33333333334
1601,73914.55247858017
1602,117741.32147102346
1603,94247.60344226328
1604,294981.14666666667
1605,238450.87625668448
1606,166770.77505427078
1607,176472.99693703913
1608,203816.51619909078
1609,197583.38135060592
1610,158910.95972222224
1611,146554.73564238934
1612,156614.67959001783
1613,165525.34954142492
1614,131783.3075598139
1615,95927.61402072576
1616,93296.36402072576
1617,96668.73548818752
1618,128932.38341231567
1619,132309.0201827449
1620,150614.4570048309
1621,135622.0719707108
1622,154302.86719576718
1623,303579.13333333336
1624,220039.50263032044
1625,128619.90778046416
1626,178350.90006684492
1627,183514.73478905717
1628,292963.9555555555
1629,173084.4938777501
1630,375888.7
1631,229647.69292335113
1632,258190.4447058824
1633,172581.12806654166
1634,181396.17929278436
1635,180836.3546085194
1636,157843.84704510946
1637,168696.3193979933
1638,216518.67424242423
1639,178304.82395154325
1640,250776.17647058825
1641,182917.01002358075
1642,228504.5673073593
1643,226729.98930735933
1644,227194.96585434172
1645,177629.050645433
1646,153759.88669363043
1647,168083.52252680477
1648,150097.29559095664
1649,141261.57371297182
1650,118033.37336031064
