Id,SalePrice
1461,122956.58818058077
1462,162763.1763098582
1463,189414.2766147254
1464,193206.9928755354
1465,179428.86246065018
1466,172896.8952427209
1467,175262.77929908282
1468,165869.06786095703
1469,179559.38994960615
1470,127336.77347642725
1471,197668.56677227694
1472,96121.82467813915
1473,95220.33499592618
1474,149291.88534839425
1475,126366.72570457235
1476,388767.94042412704
1477,256432.81961419136
1478,285849.8132852936
1479,277337.6886673419
1480,489292.1903642179
1481,326374.46335538797
1482,212346.0514374243
1483,173710.58037383916
1484,169579.5209332431
1485,174440.84830363956
1486,194180.29921187533
1487,362188.18029198685
1488,236891.38440289517
1489,211980.87542959733
1490,229067.88681476127
1491,192975.25956086608
1492,90963.91949871057
1493,187348.29248190863
1494,299889.4344798199
1495,292582.4810847228
1496,244234.20694444282
1497,179425.16115193395
1498,165225.00220721526
1499,159783.23083725284
1500,160023.75561244544
1501,176134.0106111464
1502,150644.78258893863
1503,292336.4623498245
1504,242644.45935188423
1505,223023.8831399084
1506,186749.20975225107
1507,255507.60745401238
1508,202001.32678567563
1509,156999.46382978378
1510,151135.2872139037
1511,146500.58998284733
1512,175298.42091659916
1513,140783.6298493559
1514,157647.34605199008
1515,201290.27828519122
1516,157768.18629213292
1517,163251.3704880083
1518,133326.0177092935
1519,222670.9235845141
1520,136167.71746231316
1521,139128.91399400987
1522,168025.22681705098
1523,116966.58243117569
1524,123620.53918765421
1525,128306.13135982543
1526,118086.92930373849
1527,106506.20247723232
1528,136020.5968230042
1529,147599.80620952309
1530,168245.71841204597
1531,112094.86385074178
1532,96120.51267926127
1533,156532.98202751012
1534,123964.81974183631
1535,158709.2165911826
1536,106388.18005328423
1537,62520.43801477748
1538,177277.49552501846
1539,211940.90060959425
1540,97340.11793103315
1541,135263.61270095134
1542,136410.90601445726
1543,222204.3939970556
1544,79223.13868283592
1545,105095.5903971887
1546,128172.61720687675
1547,129167.25325922553
1548,133752.58232269445
1549,112299.10811665734
1550,138234.60830509104
1551,119475.32720970112
1552,147969.83811351776
1553,150458.56674565317
1554,116127.99593627508
1555,172898.9992460236
1556,87530.10075510696
1557,104655.26248481982
1558,102071.61724423236
1559,95754.7702174982
1560,136456.440969508
1561,135034.0407497394
1562,132276.86575652938
1563,121608.41474563934
1564,157761.83106538086
1565,146727.9824653461
1566,243460.8735163713
1567,71672.37309344542
1568,230127.21336230703
1569,144239.17152216405
1570,136390.2278314653
1571,127974.64408561715
1572,148015.60173903563
1573,254728.0364522892
1574,117031.47352509364
1575,227453.77549898
1576,225115.13338585783
1577,198388.52014372696
1578,147838.6702920813
1579,146007.5392179396
1580,194842.1526089319
1581,160774.7499516461
1582,128468.59904429504
1583,317791.75168277964
1584,223218.8461326576
1585,140743.83164545824
1586,72432.27585287126
1587,94950.59838004019
1588,151243.05166009604
1589,99331.91852744369
1590,130880.0505123513
1591,97349.89265103756
1592,125882.30032254106
1593,134793.95529406102
1594,155560.24151513795
1595,108335.17313506165
1596,235070.6264090555
1597,184089.36500408
1598,189103.82326920755
1599,178638.77069183945
1600,164827.11555028733
1601,67820.94946732071
1602,108371.64162359538
1603,94012.5396055887
1604,282065.60938780056
1605,254946.9601268203
1606,171013.51309994643
1607,169710.3702413864
1608,219256.8601434806
1609,191906.88736358553
1610,152817.23215255263
1611,140370.94234955503
1612,168308.49021156476
1613,165858.1562285122
1614,128073.3994967697
1615,92780.438169209
1616,69570.70304467222
1617,95856.4399950966
1618,125353.40617623326
1619,147880.9257851792
1620,172881.4896519098
1621,134839.93683828722
1622,144912.72257610483
1623,296786.0240252125
1624,212653.2051302772
1625,126136.69551196805
1626,162218.65041294845
1627,184427.00038600384
1628,291999.7485797659
1629,178339.04858235916
1630,357228.4364631078
1631,211750.51116354682
1632,237375.1974426648
1633,170591.26476822217
1634,186311.99711305095
1635,176453.37035111606
1636,152747.33660813235
1637,199481.64153900748
1638,194231.9391513423
1639,177236.38162873706
1640,249889.9569128253
1641,171140.59802779465
1642,233504.82409252168
1643,223441.29343998132
1644,230861.98872486234
1645,197815.63385285658
1646,156601.74514303106
1647,155370.60606369906
1648,128605.34703607071
1649,142788.19628385367
1650,118333.57512536173
1651,123885.49640097427
1652,96766.53236823731
1653,99870.85861512885
1654,144633.39015139296
1655,149323.94021823135
1656,144939.05569002312
1657,147063.94986899634
1658,145898.42293599108
1659,127581.32291531867
1660,154569.5483723876
1661,470785.3994363575
1662,383954.6757440621
1663,380207.41479653196
1664,486439.9481919142
1665,307778.37008592713
1666,332049.326926977
1667,397035.2488717907
1668,340617.51459473476
1669,299285.86343727453
1670,344725.16887928953
1671,242620.60595019604
1672,467091.60685623327
1673,294114.7160400984
1674,237961.42717444844
1675,187440.97134021344
1676,189898.370779513
1677,212608.62399761582
1678,481458.1079977275
1679,401153.2931521565
1680,336817.44788071106
1681,261590.7466393347
1682,303370.76383119484
1683,181427.09672525237
1684,170525.43127189632
1685,170842.86770166975
1686,171119.0701802485
1687,165642.5831219833
1688,192409.08527048226
1689,194920.74561355624
1690,193126.07456151434
1691,185021.23573726788
1692,284491.8167843368
1693,163107.51393299742
1694,180992.26243593497
1695,164508.45179573435
1696,271988.44357648387
1697,170776.5938499338
1698,359740.3596387984
1699,308161.5147514637
1700,235397.867155566
1701,257267.55132428836
1702,245774.8010713522
1703,246426.2817478951
1704,281071.5299877273
1705,239109.2376926574
1706,455680.09955483204
1707,226174.83921825027
1708,214863.3182596236
1709,266017.023305785
1710,216836.84539266292
1711,266955.92075679055
1712,234726.8603916071
1713,265256.8103324041
1714,224023.51207936142
1715,209133.17473726626
1716,191827.88841921568
1717,173534.37600598877
1718,137066.27942620285
1719,205159.6682156414
1720,239828.3570644157
1721,164166.95909810383
1722,125915.65882857307
1723,156611.2585233478
1724,220463.72445710143
1725,233372.66946747398
1726,189373.98635551534
1727,155622.96232468303
1728,178111.1300662652
1729,166322.7898656235
1730,167247.59464079325
1731,123071.85552950765
1732,129786.37731339026
1733,117023.21408599961
1734,125655.79933513532
1735,135295.0637786634
1736,118377.41547158512
1737,324754.8582297821
1738,228366.268025989
1739,261885.70963209774
1740,205717.6146647385
1741,191843.00236742504
1742,168206.96538324218
1743,174261.6576578981
1744,306429.4929267564
1745,204670.58525331155
1746,203503.7961764531
1747,221919.36596811182
1748,228905.56722289653
1749,151875.62163570366
1750,130418.0013466275
1751,244971.02781098502
1752,118569.26899573542
1753,147740.8014543602
1754,181396.69426429874
1755,170681.2246024462
1756,131276.53915312293
1757,122523.21721057405
1758,142197.85312535634
1759,159378.6920860718
1760,167296.37503447468
1761,145895.10241907416
1762,181544.94850411257
1763,169709.8608509433
1764,115339.46714550564
1765,170539.6239682346
1766,184731.47320638437
1767,223061.26609861758
1768,144587.30246157822
1769,178783.93489842568
1770,153383.81764963255
1771,120473.7118125149
1772,134870.65941555196
1773,136394.37977535476
1774,135555.84525943344
1775,139522.15082402836
1776,127406.92989624312
1777,118376.97260972485
1778,139706.8349661514
1779,117470.97369436963
1780,181264.21703044281
1781,128200.52022485649
1782,93158.59713065848
1783,143311.11303264083
1784,112366.80212720968
1785,125775.22936055885
1786,163563.1439470702
1787,164592.8672143586
1788,62003.72070293427
1789,102224.63385517323
1790,88101.20081803644
1791,178840.4374782491
1792,156797.2293174842
1793,132755.43717001443
1794,149297.91618406025
1795,138558.13748567458
1796,132777.71155626106
1797,113080.69596201986
1798,121779.21418343112
1799,115739.43241557923
1800,123798.58879463194
1801,138830.1245579291
1802,134870.32029243928
1803,145058.48315674078
1804,145990.6039110148
1805,141194.57022469305
1806,124148.07243858384
1807,130852.48588805668
1808,128492.64009150265
1809,117889.68132569532
1810,145239.9529119324
1811,93817.30938729299
1812,88327.23180535618
1813,126383.52056892483
1814,95186.22994095017
1815,48070.920649675565
1816,94653.23074594616
1817,105173.57496290587
1818,166418.06172589923
1819,127064.19859299823
1820,64412.42713353496
1821,118511.19142222105
1822,141897.94051214767
1823,45349.75521189507
1824,133071.46240286002
1825,129391.86778878584
1826,98148.59579279537
1827,98898.15824351033
1828,133043.50040294975
1829,111408.52413399795
1830,144995.48386524952
1831,163056.5891585145
1832,89960.7792134517
1833,142346.65839699502
1834,120429.4721986923
1835,141746.82885628953
1836,127193.56878481687
1837,97366.52217314152
1838,124471.06431535582
1839,95102.60258064061
1840,168810.71891428035
1841,143442.22686076333
1842,81222.68729229174
1843,133046.05571019097
1844,140826.52292676526
1845,148131.53991917655
1846,155214.56671717914
1847,168511.86462236504
1848,47260.0889212552
1849,118361.98337786747
1850,112810.81186450511
1851,159232.44677326208
1852,126164.5601030467
1853,128838.14975069684
1854,168866.3389122023
1855,139890.77719544026
1856,222560.65500893747
1857,167792.96974964792
1858,137950.7217855472
1859,120429.85046261741
1860,150725.50684643467
1861,117294.23576358135
1862,299069.9109689872
1863,282420.0500190976
1864,282420.0500190976
1865,355753.5465511795
1866,344597.7848003324
1867,228830.97759595874
1868,313449.1181071638
1869,202087.47034934923
1870,225880.6232234432
1871,248175.7300167266
1872,172271.0798336401
1873,241589.73507936273
1874,143127.89219087941
1875,205499.97767826682
1876,195021.90047185108
1877,215108.4265967194
1878,206131.5768822549
1879,135707.8286893849
1880,134770.8945802921
1881,239828.9801673208
1882,249098.07113765593
1883,191185.26156535608
1884,203599.87360773055
1885,253779.8057013521
1886,296193.94205188914
1887,210631.90496287297
1888,279013.17695734504
1889,164700.91328634476
1890,124626.17284037657
1891,140103.43143611748
1892,102407.99291804527
1893,130282.00494131155
1894,124048.38464558742
1895,132755.50691658622
1896,127142.25882514224
1897,121423.33037655067
1898,112928.24951348933
1899,146154.12487710235
1900,148375.39520929664
1901,170167.09601465653
1902,134139.08543373935
1903,214072.75879471115
1904,128670.50980635782
1905,189951.85780429057
1906,168497.8117778952
1907,193848.04572763975
1908,107825.45386988854
1909,131200.8735479945
1910,116792.78758692568
1911,197845.22823929045
1912,294765.99625845
1913,144115.16161324712
1914,75924.96564119884
1915,335140.06640251953
1916,67863.24909296952
1917,260246.16832043056
1918,143412.41296615166
1919,169612.4688986508
1920,154410.01208798788
